RE	best_category	fraction
AABB	GTACAA_132_CCTCGA_261	0.0012439767664027667
AALB	GTACAA_132_CCTCGA_261	0.0009523809523809524
AApB	GTACAA_132_CCTCGA_261	0.0002595494328570668
ABAB	GTACAA_132_CCTCGA_261	0.9753366807722259
ALAB	GTACAA_132_CCTCGA_261	0.9362702828986492
ALBB	GTACAA_132_CCTCGA_261	0.0063234318279402
ALpB	GTACAA_132_CCTCGA_261	0.0016611295681063123
ASAB	GTACAA_132_CCTCGA_261	0.9392661199929209
ApAB	GTACAA_132_CCTCGA_261	0.9206505340655362
AppB	GTACAA_132_CCTCGA_261	0.0014792899408284023
BAAB	GTACAA_132_CCTCGA_261	0.9083542999884116
BABB	GTACAA_132_CCTCGA_261	0.0012443985295301472
BBAB	GTACAA_132_CCTCGA_261	0.3063178939174127
BBpB	GTACAA_132_CCTCGA_261	0.0005341880341880342
BLAB	GTACAA_132_CCTCGA_261	0.17919191919191918
BLBB	GTACAA_132_CCTCGA_261	0.0010775862068965517
BSAB	GTACAA_132_CCTCGA_261	0.17847827706982636
BSBB	GTACAA_132_CCTCGA_261	0.000536480686695279
BSSB	GTACAA_132_CCTCGA_261	0.002910360884749709
BpAB	GTACAA_132_CCTCGA_261	0.22003565833951685
BpBB	GTACAA_132_CCTCGA_261	0.0005091649694501018
LAAB	GTACAA_132_CCTCGA_261	0.809509779560541
LBAB	GTACAA_132_CCTCGA_261	0.11516121384542437
LLAB	GTACAA_132_CCTCGA_261	0.0636837317012654
LLLB	GTACAA_132_CCTCGA_261	0.0016556291390728477
LSAB	GTACAA_132_CCTCGA_261	0.11317255472817872
LSpB	GTACAA_132_CCTCGA_261	0.001141552511415525
LpAB	GTACAA_132_CCTCGA_261	0.06701758776006292
SAAB	GTACAA_132_CCTCGA_261	0.92738008261976
SABB	GTACAA_132_CCTCGA_261	0.0013248899390295365
SBAB	GTACAA_132_CCTCGA_261	0.14430045756654755
SBBB	GTACAA_132_CCTCGA_261	0.0007954617280829277
SBpB	GTACAA_132_CCTCGA_261	0.0007861067215521069
SLAB	GTACAA_132_CCTCGA_261	0.08270162439441436
SLpB	GTACAA_132_CCTCGA_261	0.0018083182640144665
SSAB	GTACAA_132_CCTCGA_261	0.08376007586533903
SSBB	GTACAA_132_CCTCGA_261	0.00027839643652561246
SSSB	GTACAA_132_CCTCGA_261	0.0012889974999799035
SpAB	GTACAA_132_CCTCGA_261	0.08065831418192601
SpSB	GTACAA_132_CCTCGA_261	0.0005695701688018967
pAAB	GTACAA_132_CCTCGA_261	0.03361779798585947
pABB	GTACAA_132_CCTCGA_261	0.00022665457842248413
pBAB	GTACAA_132_CCTCGA_261	0.07511737089201878
pBBB	GTACAA_132_CCTCGA_261	0.0007112375533428165
pBpB	GTACAA_132_CCTCGA_261	0.0007957706172368433
pLAB	GTACAA_132_CCTCGA_261	0.1294450929590297
pSAB	GTACAA_132_CCTCGA_261	0.4172281722107951
ppAB	GTACAA_132_CCTCGA_261	0.07892091860435653
ApBB	GTACAA_132_CTCCGA_195	0.0032765885367041434
ApBp	GTACAA_132_CTCCGA_195	0.05638400280038505
AppB	GTACAA_132_CTCCGA_195	0.010555876215424233
BpBB	GTACAA_132_CTCCGA_195	0.00040749796251018743
SpBB	GTACAA_132_CTCCGA_195	0.00025960539979231567
SpBS	GTACAA_132_CTCCGA_195	0.000250501002004008
SpBp	GTACAA_132_CTCCGA_195	0.0005272201987554655
AApB	GTACAA_132_CTCCGA_228	0.9731268584297382
AApL	GTACAA_132_CTCCGA_228	0.8412849571386156
AApS	GTACAA_132_CTCCGA_228	0.8292290068946231
AApp	GTACAA_132_CTCCGA_228	0.9172975716551198
BApB	GTACAA_132_CTCCGA_228	0.5171231003633239
BApL	GTACAA_132_CTCCGA_228	0.18436010267693437
BApS	GTACAA_132_CTCCGA_228	0.006543397500844309
BApp	GTACAA_132_CTCCGA_228	0.23634634987845998
BppB	GTACAA_132_CTCCGA_228	0.0005694760820045558
LApB	GTACAA_132_CTCCGA_228	0.5385224586288416
LApL	GTACAA_132_CTCCGA_228	0.0886026897652154
LApS	GTACAA_132_CTCCGA_228	0.03616279069767442
LApp	GTACAA_132_CTCCGA_228	0.15187810697268272
SApB	GTACAA_132_CTCCGA_228	0.3630717436730903
SApL	GTACAA_132_CTCCGA_228	0.10654132393262827
SApS	GTACAA_132_CTCCGA_228	0.02784332688588008
SApp	GTACAA_132_CTCCGA_228	0.2509139157435751
pApB	GTACAA_132_CTCCGA_228	0.727778786411684
pApL	GTACAA_132_CTCCGA_228	0.07584590138313667
pApS	GTACAA_132_CTCCGA_228	0.0651494469286891
pApp	GTACAA_132_CTCCGA_228	0.231676477000218
AAAp	GTACAA_132_CTCCGA_261	0.9550746037095885
AABp	GTACAA_132_CTCCGA_261	0.00019678451317497873
ABAp	GTACAA_132_CTCCGA_261	0.8545186959016189
ABBp	GTACAA_132_CTCCGA_261	0.0014204545454545455
ALAp	GTACAA_132_CTCCGA_261	0.8919056071337546
ASAp	GTACAA_132_CTCCGA_261	0.8677319746796356
ApAp	GTACAA_132_CTCCGA_261	0.6979049257841872
BAAp	GTACAA_132_CTCCGA_261	0.642394381533101
BBAp	GTACAA_132_CTCCGA_261	0.05093146591705669
BLAp	GTACAA_132_CTCCGA_261	0.032638888888888884
BSAp	GTACAA_132_CTCCGA_261	0.1525078781512605
BpAp	GTACAA_132_CTCCGA_261	0.10939482572720395
LAAp	GTACAA_132_CTCCGA_261	0.6301596766713047
LBAp	GTACAA_132_CTCCGA_261	0.005037755404204916
LLAp	GTACAA_132_CTCCGA_261	0.021015703307718007
LSAp	GTACAA_132_CTCCGA_261	0.03740213431177489
LpAp	GTACAA_132_CTCCGA_261	0.019650655021834062
LpSp	GTACAA_132_CTCCGA_261	0.0011312217194570137
SAAp	GTACAA_132_CTCCGA_261	0.9247269215405537
SBAp	GTACAA_132_CTCCGA_261	0.04865406472453192
SLAp	GTACAA_132_CTCCGA_261	0.04001219087425984
SSAp	GTACAA_132_CTCCGA_261	0.01552500184470079
SSBp	GTACAA_132_CTCCGA_261	0.000362844702467344
SpAp	GTACAA_132_CTCCGA_261	0.01815911928271479
SpBp	GTACAA_132_CTCCGA_261	0.0015455244505013436
pAAp	GTACAA_132_CTCCGA_261	0.0066341797979817246
pBAp	GTACAA_132_CTCCGA_261	0.05429071092910195
pLAp	GTACAA_132_CTCCGA_261	0.07366071428571429
pLBp	GTACAA_132_CTCCGA_261	0.0008865248226950354
pLpp	GTACAA_132_CTCCGA_261	0.0008896797153024911
pSAp	GTACAA_132_CTCCGA_261	0.10629525341914722
ppAp	GTACAA_132_CTCCGA_261	0.01836599040517889
ppBp	GTACAA_132_CTCCGA_261	0.0008726003490401396
AALB	GTACAA_132_GATCTA_239	0.0025503170664460985
AALL	GTACAA_132_GATCTA_239	0.00041981528127623844
SAAL	GTACAA_132_GATCTA_272	0.0016025641025641025
ABBB	GTACAA_132_TTGCCA_214	0.007054739321802741
AABL	GTACAA_132_TTGCCA_247	0.0026963665047170697
AABp	GTACAA_132_TTGCCA_247	0.000973259620997565
AAAB	TCGACT_148_CCTCGA_261	0.000630667885976591
6merx1	full_length	0.9976533686312095
6merx2	full_length	1.0
6merx4	full_length	1.0
7mera1x1	full_length	0.9977510108845699
7mera1x2	full_length	1.0
7mera1x4	full_length	1.0
7merm8x1	full_length	0.9987341772151899
7merm8x2	full_length	1.0
7merm8x4	full_length	1.0
7pcx1	full_length	1.0
7pcx2	full_length	0.9583333333333333
7pcx4	full_length	1.0
AAAA	full_length	1.0
AAAB	full_length	0.010563964956255755
AAAL	full_length	0.40960717405997066
AAAS	full_length	0.19692749699002188
AAAp	full_length	0.03770989894200846
AABA	full_length	1.0
AABB	full_length	0.009372372763458718
AABL	full_length	0.028274887697435153
AABS	full_length	0.08883828279818576
AABp	full_length	0.01156496154871868
AALA	full_length	1.0
AALB	full_length	0.34800691244239634
AALL	full_length	0.17990190572466208
AALS	full_length	0.670335429769392
AALp	full_length	0.5448115754238203
AASA	full_length	1.0
AASB	full_length	0.42372405245111666
AASL	full_length	0.20363056883530797
AASS	full_length	0.6585146348203417
AASp	full_length	0.5753968253968254
AApA	full_length	1.0
AApB	full_length	0.023477396118905553
AApL	full_length	0.1565127500970555
AApS	full_length	0.15051286125381777
AApp	full_length	0.06773332647228057
ABAA	full_length	1.0
ABAB	full_length	0.019062619208132462
ABAL	full_length	0.6201563008791924
ABAS	full_length	0.9526889040163377
ABAp	full_length	0.14097009154630946
ABBA	full_length	1.0
ABBB	full_length	0.9849647347007728
ABBL	full_length	0.990479368257146
ABBS	full_length	0.9965675057208239
ABBp	full_length	0.9881340736259938
ABLA	full_length	1.0
ABLB	full_length	0.9819542947202522
ABLL	full_length	1.0
ABLS	full_length	1.0
ABLp	full_length	0.9965772273821809
ABSA	full_length	1.0
ABSB	full_length	0.9988479262672811
ABSL	full_length	1.0
ABSS	full_length	1.0
ABSp	full_length	0.9969308057016774
ABpA	full_length	1.0
ABpB	full_length	0.9868249057754733
ABpL	full_length	0.9944409705806098
ABpS	full_length	1.0
ABpp	full_length	0.9966555183946488
ALAA	full_length	1.0
ALAB	full_length	0.060172245348738426
ALAL	full_length	0.8387703128789716
ALAS	full_length	0.899375
ALAp	full_length	0.10024298836833197
ALBA	full_length	1.0
ALBB	full_length	0.9936765681720598
ALBL	full_length	1.0
ALBS	full_length	1.0
ALBp	full_length	1.0
ALLA	full_length	1.0
ALLB	full_length	1.0
ALLL	full_length	1.0
ALLS	full_length	1.0
ALLp	full_length	1.0
ALSA	full_length	1.0
ALSB	full_length	1.0
ALSL	full_length	1.0
ALSS	full_length	1.0
ALSp	full_length	1.0
ALpA	full_length	1.0
ALpB	full_length	0.9966777408637874
ALpL	full_length	1.0
ALpS	full_length	1.0
ALpp	full_length	1.0
ASAA	full_length	1.0
ASAB	full_length	0.05897718259820791
ASAL	full_length	0.9720662924351777
ASAS	full_length	0.8065095100411086
ASAp	full_length	0.1306276053728578
ASBA	full_length	1.0
ASBB	full_length	0.993764021234535
ASBL	full_length	0.9949645748987854
ASBS	full_length	1.0
ASBp	full_length	0.9992503748125937
ASLA	full_length	1.0
ASLB	full_length	1.0
ASLL	full_length	1.0
ASLS	full_length	1.0
ASLp	full_length	1.0
ASSA	full_length	1.0
ASSB	full_length	1.0
ASSL	full_length	1.0
ASSS	full_length	1.0
ASSp	full_length	1.0
ASpA	full_length	1.0
ASpB	full_length	1.0
ASpL	full_length	1.0
ASpS	full_length	1.0
ASpp	full_length	1.0
ApAA	full_length	1.0
ApAB	full_length	0.07670629412829642
ApAL	full_length	0.9387732888268054
ApAS	full_length	0.8617134596363083
ApAp	full_length	0.29784673742098033
ApBA	full_length	1.0
ApBB	full_length	0.9817558556305743
ApBL	full_length	1.0
ApBS	full_length	0.9974925889328063
ApBp	full_length	0.9419095125579767
ApLA	full_length	1.0
ApLB	full_length	1.0
ApLL	full_length	1.0
ApLS	full_length	1.0
ApLp	full_length	1.0
ApSA	full_length	1.0
ApSB	full_length	0.996645612020289
ApSL	full_length	1.0
ApSS	full_length	1.0
ApSp	full_length	1.0
AppA	full_length	1.0
AppB	full_length	0.9687145213461004
AppL	full_length	1.0
AppS	full_length	1.0
Appp	full_length	0.9972067039106145
BAAA	full_length	1.0
BAAB	full_length	0.0897400306452236
BAAL	full_length	0.9209287444581562
BAAS	full_length	0.9985119047619048
BAAp	full_length	0.357605618466899
BABA	full_length	1.0
BABB	full_length	0.11572200673163721
BABL	full_length	0.4753928929689637
BABS	full_length	0.8949829159245393
BABp	full_length	0.4317817014446228
BALA	full_length	1.0
BALB	full_length	0.9770965468639887
BALL	full_length	0.9879062736205593
BALS	full_length	1.0
BALp	full_length	0.9940136530719412
BASA	full_length	1.0
BASB	full_length	0.9990234375
BASL	full_length	0.9764672859962695
BASS	full_length	1.0
BASp	full_length	0.990376547631229
BApA	full_length	1.0
BApB	full_length	0.4828768996366761
BApL	full_length	0.8156398973230656
BApS	full_length	0.9926474333938972
BApp	full_length	0.7349685343847145
BBAA	full_length	1.0
BBAB	full_length	0.6936821060825873
BBAL	full_length	1.0
BBAS	full_length	1.0
BBAp	full_length	0.9487864487864488
BBBA	full_length	1.0
BBBB	full_length	0.995762027044014
BBBL	full_length	0.9967361647361648
BBBS	full_length	0.9981111394883582
BBBp	full_length	1.0
BBLA	full_length	1.0
BBLB	full_length	1.0
BBLL	full_length	1.0
BBLS	full_length	1.0
BBLp	full_length	1.0
BBSA	full_length	1.0
BBSB	full_length	0.9983084782253757
BBSL	full_length	1.0
BBSS	full_length	0.9985004618967692
BBSp	full_length	0.9988306853972173
BBpA	full_length	1.0
BBpB	full_length	0.9979878585325292
BBpL	full_length	0.9975617020779555
BBpS	full_length	0.9981799552118984
BBpp	full_length	0.9992503748125937
BLAA	full_length	1.0
BLAB	full_length	0.8188239538239538
BLAL	full_length	0.9970588235294118
BLAS	full_length	1.0
BLAp	full_length	0.9634866767219709
BLBA	full_length	1.0
BLBB	full_length	0.9976954120645709
BLBL	full_length	1.0
BLBS	full_length	1.0
BLBp	full_length	0.9973693314968699
BLLA	full_length	1.0
BLLB	full_length	1.0
BLLL	full_length	1.0
BLLS	full_length	1.0
BLLp	full_length	0.9984709480122325
BLSA	full_length	1.0
BLSB	full_length	1.0
BLSL	full_length	1.0
BLSS	full_length	1.0
BLSp	full_length	1.0
BLpA	full_length	1.0
BLpB	full_length	0.998220640569395
BLpL	full_length	1.0
BLpS	full_length	1.0
BLpp	full_length	1.0
BSAA	full_length	1.0
BSAB	full_length	0.8215217229301737
BSAL	full_length	1.0
BSAS	full_length	1.0
BSAp	full_length	0.8474921218487395
BSBA	full_length	1.0
BSBB	full_length	0.9962978394275115
BSBL	full_length	0.9967213114754099
BSBS	full_length	1.0
BSBp	full_length	1.0
BSLA	full_length	1.0
BSLB	full_length	1.0
BSLL	full_length	1.0
BSLS	full_length	1.0
BSLp	full_length	1.0
BSSA	full_length	1.0
BSSB	full_length	0.9953889588431415
BSSL	full_length	1.0
BSSS	full_length	1.0
BSSp	full_length	1.0
BSpA	full_length	1.0
BSpB	full_length	1.0
BSpL	full_length	1.0
BSpS	full_length	1.0
BSpp	full_length	1.0
BpAA	full_length	1.0
BpAB	full_length	0.778361777557919
BpAL	full_length	1.0
BpAS	full_length	1.0
BpAp	full_length	0.8805765209776671
BpBA	full_length	1.0
BpBB	full_length	0.9979633401221996
BpBL	full_length	1.0
BpBS	full_length	0.9980974627194096
BpBp	full_length	0.9966282639925637
BpLA	full_length	1.0
BpLB	full_length	0.9982847341337908
BpLL	full_length	1.0
BpLS	full_length	1.0
BpLp	full_length	1.0
BpSA	full_length	1.0
BpSB	full_length	0.9988570791041369
BpSL	full_length	1.0
BpSS	full_length	1.0
BpSp	full_length	0.9988067179450992
BppA	full_length	1.0
BppB	full_length	0.996444104483273
BppL	full_length	1.0
BppS	full_length	0.9964883937486677
Bppp	full_length	0.9992548435171387
C14orf28	full_length	1.0
Dna2	full_length	1.0
FIGNL2	full_length	1.0
HMGA2	full_length	1.0
LAAA	full_length	1.0
LAAB	full_length	0.18976505727774762
LAAL	full_length	0.9935632942729824
LAAS	full_length	0.9803767660910518
LAAp	full_length	0.36467236467236464
LABA	full_length	1.0
LABB	full_length	0.4519316804057667
LABL	full_length	0.636441702181795
LABS	full_length	0.8913773796192609
LABp	full_length	0.5548510700855025
LALA	full_length	1.0
LALB	full_length	0.9791030634803664
LALL	full_length	1.0
LALS	full_length	1.0
LALp	full_length	1.0
LASA	full_length	1.0
LASB	full_length	0.9877798507462687
LASL	full_length	0.9868738164916508
LASS	full_length	1.0
LASp	full_length	0.9962579038665995
LApA	full_length	1.0
LApB	full_length	0.4614775413711584
LApL	full_length	0.9112334232204204
LApS	full_length	0.9638372093023255
LApp	full_length	0.8424640807521674
LBAA	full_length	1.0
LBAB	full_length	0.8848387861545757
LBAL	full_length	1.0
LBAS	full_length	1.0
LBAp	full_length	0.9900446775446776
LBBA	full_length	0.9988938053097345
LBBB	full_length	1.0
LBBL	full_length	0.9984076433121019
LBBS	full_length	0.9986559139784946
LBBp	full_length	1.0
LBLA	full_length	1.0
LBLB	full_length	0.9973118279569892
LBLL	full_length	1.0
LBLS	full_length	1.0
LBLp	full_length	1.0
LBSA	full_length	1.0
LBSB	full_length	1.0
LBSL	full_length	1.0
LBSS	full_length	1.0
LBSp	full_length	0.9991039426523298
LBpA	full_length	1.0
LBpB	full_length	0.997984771260952
LBpL	full_length	1.0
LBpS	full_length	1.0
LBpp	full_length	1.0
LLAA	full_length	1.0
LLAB	full_length	0.9363162682987346
LLAL	full_length	1.0
LLAS	full_length	1.0
LLAp	full_length	0.9789842966922819
LLBA	full_length	1.0
LLBB	full_length	1.0
LLBL	full_length	1.0
LLBS	full_length	1.0
LLBp	full_length	0.9974683544303797
LLLA	full_length	1.0
LLLB	full_length	0.995875235058458
LLLL	full_length	1.0
LLLS	full_length	1.0
LLLp	full_length	1.0
LLSA	full_length	1.0
LLSB	full_length	0.9979783610498898
LLSL	full_length	1.0
LLSS	full_length	1.0
LLSp	full_length	1.0
LLpA	full_length	1.0
LLpB	full_length	1.0
LLpL	full_length	1.0
LLpS	full_length	1.0
LLpp	full_length	1.0
LSAA	full_length	1.0
LSAB	full_length	0.8467680980908123
LSAL	full_length	1.0
LSAS	full_length	1.0
LSAp	full_length	0.9625978656882251
LSBA	full_length	1.0
LSBB	full_length	0.9991166077738516
LSBL	full_length	1.0
LSBS	full_length	1.0
LSBp	full_length	1.0
LSLA	full_length	1.0
LSLB	full_length	1.0
LSLL	full_length	1.0
LSLS	full_length	1.0
LSLp	full_length	1.0
LSSA	full_length	1.0
LSSB	full_length	1.0
LSSL	full_length	1.0
LSSS	full_length	1.0
LSSp	full_length	1.0
LSpA	full_length	1.0
LSpB	full_length	0.9988584474885844
LSpL	full_length	1.0
LSpS	full_length	1.0
LSpp	full_length	1.0
LpAA	full_length	1.0
LpAB	full_length	0.932982412239937
LpAL	full_length	1.0
LpAS	full_length	1.0
LpAp	full_length	0.980349344978166
LpBA	full_length	1.0
LpBB	full_length	0.9969388653981677
LpBL	full_length	1.0
LpBS	full_length	1.0
LpBp	full_length	0.9982087745084272
LpLA	full_length	1.0
LpLB	full_length	1.0
LpLL	full_length	1.0
LpLS	full_length	1.0
LpLp	full_length	1.0
LpSA	full_length	1.0
LpSB	full_length	1.0
LpSL	full_length	1.0
LpSS	full_length	1.0
LpSp	full_length	0.9975734414929782
LppA	full_length	1.0
LppB	full_length	1.0
LppL	full_length	1.0
LppS	full_length	1.0
Lppp	full_length	0.9973474801061009
SAAA	full_length	1.0
SAAB	full_length	0.056037281876660336
SAAL	full_length	0.7006421744324971
SAAS	full_length	0.8338286510332018
SAAp	full_length	0.0637263700424158
SABA	full_length	1.0
SABB	full_length	0.3743195266272189
SABL	full_length	0.7081944013647643
SABS	full_length	0.9400775273575521
SABp	full_length	0.7550630144969768
SALA	full_length	1.0
SALB	full_length	0.9955156950672646
SALL	full_length	1.0
SALS	full_length	1.0
SALp	full_length	1.0
SASA	full_length	1.0
SASB	full_length	0.9968847352024922
SASL	full_length	0.9961538461538462
SASS	full_length	0.9965596753366537
SASp	full_length	1.0
SApA	full_length	1.0
SApB	full_length	0.6369282563269096
SApL	full_length	0.8934586760673717
SApS	full_length	0.97215667311412
SApp	full_length	0.7490860842564249
SBAA	full_length	1.0
SBAB	full_length	0.8556995424334525
SBAL	full_length	1.0
SBAS	full_length	1.0
SBAp	full_length	0.9513459352754681
SBBA	full_length	1.0
SBBB	full_length	0.9980459738437863
SBBL	full_length	0.9984802431610942
SBBS	full_length	1.0
SBBp	full_length	0.9984294810756438
SBLA	full_length	1.0
SBLB	full_length	1.0
SBLL	full_length	1.0
SBLS	full_length	1.0
SBLp	full_length	1.0
SBSA	full_length	1.0
